id,streaming_reference,Titulo,synopsis_es,Topico,clusters_jer,clusters_km,plays
914988628,/video/104430118,Hilda,"Hilda es la hija de un jerarca nazi, que al terminar la Segunda Guerra Mundial huyó de Europa y se vino a Sudamerica. ""Hilda"" cuenta su historia, y la búsqueda de su padre.",18,8,18,1606.0
914988629,/video/103973496,Una vida iluminada,"Dos pasiones algo anacrónicas se suceden en los días de Arturo “Tucho” Lazlo: la música de la vasta colección de vinilos que giran en su tocadiscos y las pinturas que realiza en un taller colectivo. La primera pasión parece lógica considerando la condición actual de Tucho: la ceguera. La pintura, en cambio, no es una tarea que le pueda resultar fácil; por el contrario, es un desafío asumido cuadro a cuadro que le permite relacionarse con el universo visual que una decisión trágica le negó terminantemente. Esta película-retrato sigue las experiencias diarias de Tucho en su conexión con el mundo, desde su arte hasta su malestar, con un presente que evoca un pasado macabro en primer plano. Sin desvíos y sin enturbiar el peso específico de los momentos cotidianos, Andrés Hebegger logra registrar la tensión y el reposo, la tristeza y la esperanza, la banalidad y el genio del mundo de Tucho, sin nunca ser condescendiente ni meloso, buscando siempre la distancia justa. (Bafici)
",34,14,11,1726.0
914988630,/video/105826926,Corea,"¿Qué sucede cuando una comunidad de un lado del mundo-oriente migra y se radica en la otra parte del mundo-occidente? Con el correr de los meses voy conociendo a la comunidad coreana. Observo, filmo, hago entrevistas, saco fotos, compro en sus negocios, visito sus iglesias, almuerzo en sus restaurantes, genero vínculos fuertes. Me encuentro también con dificultades, otra cultura, el idioma, el miedo y algunas veces el desinterés. De aquí, y por el vínculo entre mi historia personal  y la inmigración, es que surge COREA. El oriente en el occidente.",11,19,1,6859.0
914988631,/video/105826927,Zainichi,"Entre 1910 y el final de la Segunda Guerra Mundial, Corea perteneció al Imperio Japonés. Desde entonces los coreanos, conocidos en Japón bajo el nombre de “zainichi”, son la primera minoría étnica. A veces, los zainichi todavía intentan ocultar su origen. Tras la muerte de su abuela, el último miembro de la familia nacido en Corea inicia un viaje hacia su pueblo natal.",36,1,12,365.0
914988632,/video/105880955,Vidrios,"Conocer en profundidad a una persona puede resultar agobiante. Incluso en las situaciones más triviales es posible encontrar picos de tensión que se asoman desde lo subterráneo. ""Vidrios"" se propone explorar el universo de las relaciones interpersonales mediante una serie de escenas de apariencia aislada, con personajes anónimos que se actualizan constantemente y dialogan entre sí hasta hacer estallar un momento en el absurdo.",29,32,16,89779.0
914988633,/video/105895754,Familia Tipo,"A partir de una revelación de su padre, Cecilia Priego comenzó a reescribir cinematográficamente el pasado de su familia. Durante 15 años se dedicó a desentrañar la intriga familiar y registrar todas las etapas de la investigación, que comienza con una historia aparentemente simple y termina enfrentando a una familia tipo con los secretos que la sostienen.
Un recuerdo es el motor de la narración: en el año 1978, cuando Cecilia tenía 7 años, descubrió una fotografía escondida dentro de una billetera en la caja de seguridad de su padre. La fotografía mostraba una niña de cuatro años parada en una vereda de una calle imposible de reconocer. La realizadora se convenció falsamente que era ella quien aparecía en la foto. La verdad llegó muchos años después cuando su padre recibió un llamado desde España que lo forzó a revelar sus secretos. Esos secretos son el punto de partida para desanudar una historia desafortunada que se remonta a la Guerra Civil Española.
“Familia Tipo” es una novela familiar que transita por la realidad de una familia para desentrañar sus secretos y que representa, al mismo tiempo, una reflexión sobre el pasado, la memoria, el dolor y la familia.",13,6,14,1883.0
914988634,/video/106173335,17:15 hs. Rosa Cherñajovsky,¿A partir de qué edad se es viejo? Chola tiene 80 años y parecería que la noticia de tener que usar lentes la sorprende como a una niña. El espíritu jovial de Rosa Cherñajovsky no resiste un análisis de lógica matemática. ¿Será que uno tiene la edad que siente?,24,10,37,502.0
914988635,/video/106008565,El árbol de la muralla,"Jack Fuchs es uno de los últimos sobrevivientes del Holocausto que actualmente vive en Buenos Aires. De rostro sereno, tono distendido y humor inteligente, resulta difícil relacionar a este polaco con aquel hombre que permaneció durante años prisionero en campos de concentración, entre ellos Auschwitz, y que perdió a toda su familia en la Segunda Guerra Mundial.

Pese al dolor, y luego de 40 años de silencio,  Jack ofrece charlas y conferencias, recibe visitas y cocina para su familia y amigos.

Utilizando la animación e imágenes filmadas por el propio Fuchs como recursos, el nuevo documental de Tomás Lipgot compone el retrato de un sobreviviente del genocidio nazi que, a sus casi noventa años, sorprende por su lucidez y encantamiento.",20,17,28,2229.0
914988636,/video/102940501,"Filmando ""Batalla en el cielo""","Este documental muestra el trabajo de Carlos Reygadas durante la filmación de su segunda película, “Batalla en el cielo”, en la Ciudad de México. Reygadas se ha convertido en uno de los directores más importantes de Latinoamérica con películas como “Japón” y “Post Tenebras Lux”, que recibió el premio de Cannes al Mejor Director. Reygadas sostiene que uno de los secretos del cine es componer con el tiempo y la materia, en vez de que se vuelva literatura ilustrada. De éste modo, realiza poderosas y poéticas películas, más evocativas que narrativas, con una concepción particular del tiempo y el espacio.",28,18,33,2559.0
914988637,/video/107247632,Serie negra,"En algún lugar de la ciudad, un asesino espera a un viejo amigo que va camino a traicionarlo.",7,34,26,638.0
914988638,/video/108177666,El amor cambia,"Marco, Patricio y Lucrecia conforman una relación amorosa peculiar. Para Patricio esto no parece ser un problema; se muestra como una persona dispuesta a un amor voluble. Pero a Marco le toca el rol del neurótico: no se siente a gusto en esta tríada, persigue a la chica, interroga a su amigo, le molesta la relación y muestra su disconformidad. Esto podría pasar por un triángulo al uso, uno más en la historia del cine. Pero, a veces, la geometría se rompe…",5,9,31,2782.0
914988639,/video/103667877,La cita,"""Hola Julián. Mirá, hace una semana que me dijiste que teníamos que hablar y nunca más me contestaste un llamado. No sé, necesito que me expliques algo...lo que sea, inventalo si querés"". Julián tiene que ir a su cita, y empezar a hablar.",17,15,23,4619.0
914988640,/video/108480932,La crisis causó dos nuevas muertes,"El miércoles 26 de junio de 2002, seis meses después del estallido social que acabó con el gobierno de Fernando De La Rúa; las organizaciones de desocupados decidieron cortar el Puente Pueyrredón en el marco de un plan de lucha contra el Gobierno de Eduardo Duhalde. En el corte, Maximiliano Kosteki y Darío Santillán fueron asesinados por la policía.
Una secuencia fotográfica muestra el instante anterior y posterior en que uno de ellos recibe un disparo por la espalda. Los grandes medios de comunicación contaban con ese material, pero hubo que esperar dos días para que publicaran la secuencia fotográfica. 48 horas de desinformación en las cuales los principales medios, junto con la policía y el gobierno, intentaron adjudicarles las muertes a los propios piqueteros.
¿Qué sucedió realmente ese 26 de junio de 2002 en el corte del Puente Pueyrredón? ¿Cómo funcionaron las redacciones de los principales diarios del país? ¿Por qué los medios de comunicación no publicaron la secuencia fotográfica luego de la represión? ¿Hasta dónde llega la responsabilidad de los periodistas?
A través de estas preguntas, el film reconstruye y analiza los hechos ocurridos en la Masacre de Avellaneda, las maniobras políticas del gobierno y la manipulación de la información por parte de los grandes medios de comunicación.",18,8,18,17915.0
914988641,/video/110008446,Matar a un perro,"Ramírez espera. Tiene que pasar una prueba, conduce en silencio hacia el puerto de Buenos Aires. El Topo le dará una oportunidad.",28,18,33,1034.0
914988642,/video/110383838,Modelo 73,"En la búsqueda de un verano divertido y sobretodo para impresionar chicas, tres jóvenes amigos deciden comprar un Chevy modelo 73. La primera noche que lo usan el auto deja de funcionar y el ansia de popularidad de los chicos se desvanece poco a poco. Sentimientos contradictorios -el éxito y la tristeza, la omnipotencia y la frustración- atraviesan esta historia sobre el momento de dejar la adolescencia atrás.",17,15,23,58245.0
914988643,/video/110008447,Un sueño recurrente,"Ignacio tiene el mismo sueño todas las noches. Ese sueño está destruyéndolo todo desde el interior de su cabeza: su trabajo, su pareja, su personalidad, su mundo. ¿Se trata de una visión, de una enfermedad, o de un simple capricho?",32,31,13,2800.0
914988644,/video/110008418,Los crímenes,"Un policía relata un antiguo caso. Una viuda joven, un empresario insomne, un caballo olvidado en un establo. La ciudad como escenario de una trampa.",19,26,4,475.0
914988645,/video/104234639,En el infierno del Chaco,"En julio de 1932, apenas declarada la guerra entre Paraguay y Bolivia por el Chaco boreal, el director de fotografía y cameraman Roque Funes tomó la iniciativa de viajar al Paraguay y acompañar con su cámara al ejército de ese país durante los primeros episodios importantes del conflicto. Pocos meses más tarde regresó a Buenos Aires y declaró: ""Nadie puede darse una cuenta cabal de lo que es aquello. Los combates se suceden dejando un tendal de cuerpos despedazados y un ambiente rarificado por la podredumbre de los cadáveres en rápida descomposición"". En cuestión de días, Funes (que tuvo una extensa actividad en el cine argentino antes y después de esta experiencia) seleccionó el material registrado, rodó mapas y textos explicativos y compaginó un largometraje documental de unos sesenta minutos, que estrenó en diciembre como ""En el infierno del Chaco"". 
  
Afortunadamente, una copia original en nitrato fue conservada por la familia Estragó en Paraguay y, por gestión de Hugo Gamarra (presidente de la Cinemateca del Paraguay) y APROCINAIN, esa copia permitió la restauración del film, realizada en Buenos Aires gracias a la colaboración de Cinecolor y Kodak. (Fernando Martín Peña)",19,26,4,11517.0
914988646,/video/104266092,Film Revista Valle II,Film Revista Valle fue uno de los noticieros cinematográficos más significativos del cine argentino en su período silente. Alcanzó más de 600 ediciones.,29,32,16,140.0
914988647,/video/104260841,La quena de la muerte,"Una mujer y su amante pasan una temporada en las sierras para recobrarse de los excesos de la vida disipada que llevan en la ciudad, pero pronto vuelven a las andadas y mientras él procura seducir a una paisana, ella invita a un mestizo al dormitorio. 
  
El film es básicamente un melodrama de celos y traiciones cruzadas pero con algunos elementos originales que ninguna otra cinematografía se hubiera atrevido a sugerir en 1929, como la posibilidad de amores entre un indio y una mujer blanca, en los que además es ésta quien toma la iniciativa. 
  
Al igual que en ""Mi alazán tostao"", Cosimi enriquece la acción y las caracterizaciones de sus personajes con recursos imaginativos y de gran sugestión, como cuando la protagonista añora el pasado en la ciudad mientras escucha la radio en la noche. Fue una de tres películas que Cosimi y su equipo filmaron simultáneamente en distintas locaciones cordobesas a lo largo de cuatro meses. (Fernando Martín Peña) ",3,11,3,11265.0
914988648,/video/104266095,Mosaico Criollo,"""Mosaico criollo"" no es exactamente un film hablado sino una “revista musical” filmada, que alterna géneros populares en cuatro escenas, cada una con su rótulo descriptivo: Joaquina Carreras canta el aire folklórico ""Triste está mi rancho"" y luego Giménez y Suárez (""genuinos bailarines norteños"") se entregan a un entusiasta malambo. En seguida Julio Perceval (“deleite de los oídos porteños”) ejecuta un solo de piano y finalmente “la graciosa intérprete” Anita Palmero canta el tango ""Botarate"", de Acuña y De Cicco. 
  
Se grabó con un sistema de discos sincronizados, análogo al Vitaphone de la Warner Bros., pero desarrollado en Argentina por Alfredo Murúa, que algunos años antes -todavía de pantalones cortos- había inventado un micrófono magnético para el registro de discos fonográficos. Esa invención rindió una fortuna en regalías y le permitió fundar su propia empresa, que denominó S.I.D.E.: Sociedad Impresora de Discos Electrofónicos. 
  
En 1929, tras el estreno porteño de los primeros largometrajes sonoros norteamericanos y europeos, S.I.D.E. se vinculó a la productora cinematográfica Ariel (fundada por Roberto Guidi) y planificó la producción de una serie de cortos sonoros para exhibir en los cines como complemento. La serie tuvo un título genérico que relacionó ambas marcas: “Variedades sonoras Ariel – Fonografía de S.I.D.E.”. ""Mosaico criollo"" lleva el número 1 y sobrevivió también un segundo film, que contiene la chacarera picaresca ""Doña Rosario"" (de Barbieri y Rial) y un segmento titulado ""El adiós del unitario"", interpretado por Nedda Francy y Miguel Faust Rocha, bajo dirección de Edmo Cominetti, que fue realmente la primera escena hablada del cine argentino. 
  
Pudo haber otras “Fonografías”, lo que quizá explique los datos contradictorios que sobre estos materiales aparecen en las publicaciones de la época.  Ambos cortometrajes fueron rescatados en 1999 y restaurados por Juan José Stagnaro, mediante gestión de APROCINAIN. (Fernando Martín Peña)",10,27,10,316.0
914988649,/video/104260840,Film Revista Valle I,Film Revista Valle fue uno de los noticieros cinematográficos más significativos del cine argentino en su período silente. Alcanzó más de 600 ediciones.,29,32,16,129.0
914988650,/video/104266094,La vuelta al bulín,"Aparentemente Ferreyra hizo este cortometraje para ser exhibido en un espectáculo teatral del actor Álvaro Escobar, que lo acompañó en varios films. Su argumento central es una variación humorística de un tango casi homónimo, ""De vuelta al bulín"", con letra de Pascual Contursi y música de José Martínez, que Gardel había grabado en 1919: “Percanta que arrepentida / de tu juida / has vuelto al bulín, / con todos los despechos / que vos me has hecho, te perdoné… (…) La carta de despedida / que me dejaste al irte, / decía que ibas a unirte / con quien te diera otro amor. / La repasé varias veces / no podía conformarme / de que fueras a amurarme / por otro bacán mejor”. 
  
El resultado no sólo conserva su humor sino que es un testimonio irremplazable del sentido plástico con que Ferreyra recreaba los ambientes arrabaleros de sus ficciones. El film se suponía perdido, pero una copia en 35mm., en soporte nitrato, fue conservada por el Museo del Cine e identificada por Paula Félix-Didier y Fernando Martín Peña, con la colaboración adicional de Rubén Santeiro, del laboratorio Cinecolor. En 2009, el Buenos Aires Festival Internacional de Cine Independiente financió el tiraje de un internegativo, del que procede la versión que se exhibe. (Fernando Martín Peña)",3,11,3,502.0
914988651,/video/104260842,Mi alazán tostao,"Amancio, hijo de un juez, verdadero amo y señor de un pueblo, quiere imponer criterio de propiedad a los dueños de ranchos y caballos. Impide el desalojo del rancho familiar de Eulalia, pero con la intención de tener los favores amorosos de ella. Silvestre, un forastero que llega al pueblo, conoce a Eulalia de casualidad gracias al accidente que tiene ella con el zulky. Pero él también tendrá problemas, ya que su caballo no tiene marca de propiedad.",28,18,33,15577.0
914988652,/video/104234642,La mosca y sus peligros,"Una serie de imágenes aterradoras demuestran el modo en que la mosca se las arregla para transmitir toda clase de enfermedades espantosas. Al comienzo tiene el aspecto inofensivo de un documental convencional, mientras un médico y su asistente llevan a cabo diversas maniobras para demostrar con ejemplos prácticos los riesgos del temible insecto. Pero enseguida el film comienza a utilizar técnicas de microfotografía para mostrar al monstruo en acción, contaminándolo todo y reproduciéndose de manera tan abyecta como incontenible. 
  
Según información de la época, el film fue parte de una serie de documentales profilácticos sobre distintos males y se sabe que fue exhibido durante años en proyecciones matinales instructivas para niños en edad escolar, que seguramente no habrán podido olvidarlo nunca. El asesor científico de la serie fue un tal Dr. Bárbara. 
  
Una copia completa en 35mm. y en excelente estado fue conservada en el Museo del Cine y preservada en 2009 gracias a un aporte de la Filmoteca Buenos Aires. (Fernando Martín Peña)",4,4,7,1171.0
914988653,/video/104234640,El último malón,"Cuatro años antes de que Robert Flaherty estrenara ""Nanook el esquimal"" el escritor Alcides Greca realizó en Santa Fe esta experiencia que no sólo anticipa el cine antropológico sino que borra tempranamente las fronteras entre documental y ficción. Una primera parte describe la situación de miseria a la que han sido reducidos los mocovíes en el norte santafesino. La segunda parte reconstruye, en parte con sus protagonistas, el ataque al pueblo de San Javier que los mocovíes lanzaron en 1904. 
  
""El último malón"" fue rescatado del olvido en 1956 por Fernando Birri y la Escuela Documental de Santa Fe, con la exhibición de una copia original de 35mm., proporcionada por la familia de Alcides Greca. En 1968 el Cineclub Rosario gestionó una reducción a 16mm. que fue realizada por el técnico Fernando Vigévano. 
  
Dado que la copia en 35mm. hoy se considera perdida, la versión que se exhibe se realizó a partir de la reducción a 16mm., conservada por el Museo del Cine. (Fernando Martín Peña)",32,31,13,60162.0
914988654,/video/104266093,Hasta después de muerta,"El actor, director y aventurero Florencio Parravicini (1876-1941) ya era una leyenda argentina cuando en 1916 fue convocado por dos de los responsables de Nobleza gaucha para llevar al cine ""Hasta después de muerta"", una obra teatral propia. El resultado es un film muy curioso, en el que conviven dos tonos opuestos: por un lado, el melodrama trágico en un argumento de seducción, sacrificio y abandono; por otro, la comedia de costumbres en una extensa descripción de la vida cotidiana de sus protagonistas. Aún sin el apoyo de su voz, Parravicini compone con eficacia su característico atorrante de buen corazón, personaje que le era propio y que reapareció después en su filmografía sonora. Junto a él se destaca Orfilia Rico, quien protagoniza algunos de los momentos más divertidos del film. 
  
Ningún elemento en 35mm. de este film parece haber sobrevivido hasta nuestros días. Una copia fue conservada durante décadas por el coleccionista Manuel Peña Rodríguez y transferida a fines de los '60 al Fondo Nacional de las Artes. Hacia 1971 el técnico Fernando Vigévano realizó un internegativo en 16mm. a partir de esa copia, que luego fue destruida. Dicho internegativo se conserva actualmente en el Museo del Cine y fue utilizado para realizar la versión que se exhibe. En el laboratorio Cinecolor se ajustó la velocidad, se agregaron virados para las escenas nocturnas y se corrigió el contraste de varios intertítulos que resultaban ilegibles. La música original fue compuesta e interpretada por Fernando Kabusacki y Matías Mango. (Fernando Martín Peña)",33,3,32,50552.0
914988655,/video/104234638,Actualidades Argentinas,Actualidades Argentinas fue un noticiario emblemático del período silente. Se produjeron cerca de 600 ediciones del mismo.,29,32,16,1392.0
914988656,/video/104234643,Operaciones del Dr. Posadas,"Entre 1899 y 1900 un médico cirujano argentino contrata en Buenos Aires los servicios del camarógrafo Eugenio Py, jefe de laboratorios de la casa de fotografías más importante de la ciudad, la del belga Enrique Lepage, con la intención de registrar dos operaciones quirúrgicas que llevaría a cabo en el viejo Hospital de Clínicas. 
  
Recibido con honores en 1894, Alejandro Posadas era el creador de un procedimiento de avanzada en cirugía torácica: el arponamiento pulmonar que impedía el neumotórax espontáneo, y se aplicaba al tratamiento quirúrgico de la hidatidosis pulmonar, patología muy frecuente en esa época. ",7,34,26,1322.0
914988657,/video/111595882,Ostende ,"Una mujer gana un concurso. El premio: cuatro días de vacaciones en un hotel en Ostende, una ciudad balnearia fuera de temporada. A partir de allí, se le abren dos caminos. Por un lado, el del ocio: Se deja llevar por los rituales del descanso, la playa, las pequeñas rutinas, la suave e imperceptible felicidad. Por el otro, el de la intriga: enigmas sutiles, situaciones levemente inquietantes, anomalías mínimas, extrañas narraciones que parecen dispuestas a surgir en el momento menos pensado. Entre estos dos universos, entre estas dos maneras de pensar el cine, oscila, como un péndulo, este pequeño film.",2,37,22,361069.0
914988658,/video/113451917,Una parte,"Una parte es un elemento independiente que puede considerarse o establecerse en un todo. También puede ser una persona o grupo que se opone a otro en una discusión o en una guerra. Puede tratarse de una comunicación breve o quizás un lugar cualquiera. Esta es una historia que empieza en la mañana, temprano. En la terraza apareció una roca. Una roca gigante. Miguel llama a su ex novia y le pide ayuda. Pero esto es sólo una parte.",35,24,15,148.0
914988659,/video/112811249,Los días,"Martina y Micaela, dos hermanas gemelas, viven con madre que se ocupa de ellas: las despierta, les cocina, las ayuda con los deberes escolares, las peina y las viste. También las acompaña a sus clases de catequesis y a castings en la Capital, con la intención de que sus hijas sean actrices famosas. Una rutina que se altera cuando Norma comienza a trabajar y abandona las tareas del hogar.",15,33,20,23250.0
914988660,/video/119297791,La mochila perfecta,"Una ecologista alemana y su hija cineasta que vive en Argentina se encuentran en Cuba para hacer un documental sobre caracoles. La madre trabaja en la protección de los caracoles polymita picta que están en extinción apoyando a sus colegas cubanos desde años. La madre tiene sus ideas de cómo debe ser hecho el documental y la hija la sigue, pero cuando las autoridades prohíben la filmación, el rumbo de la película cambia. Ya no es sobre caracoles sino que ellas mismas se convierten en las protagonistas. ",4,4,7,880.0
914988661,/video/119000355,Simulacro,"“Mientras un octeto ensaya para un concierto, sus integrantes se desplazan por la ciudad en una coreografía de misteriosos movimientos. Como si del mecanismo de un reloj se tratara, los músicos se organizan para perpetrar un robo”.",2,37,22,843.0
914988662,/video/120497462,Perseo,"Malena vive con su gato Perseo en un antiguo edificio de Buenos Aires. Su vida es tranquila, sin embargo, hay una vecina cuya presencia la inquieta. Un día, Perseo no aparece. Al llamarlo, Malena percibe maullidos y un ruido extraño. Perseo desapareció. Ella presiente lo que le pasó.",13,6,14,3079.0
914988663,/video/120622204,Y si no es mañana,"Se despierta a la mañana. Se siente mal. Se cepilla los dientes después de vomitar. Recorre la casa revisando dibujos, una maqueta y una foto escrita que lo hace sonreír. La devuelve al corcho de viejas imágenes familiares. Prepara el desayuno para dos. Espera.",19,26,4,1884.0
914988664,/video/122913986,Pacto de silencio,"Pacto de silencio investiga cómo fue que la comunidad alemana de Bariloche protegió e integró a criminales de guerra nazis –como Erich Priebke– que llegaron allí tras la guerra, se instalaron y terminaron transformándose en figuras respetadas socialmente y líderes comunitarios. Echeverría es de Bariloche, estudió cine en Munich, y vivenció de primera mano ese “pacto de silencio” que el film retrata con enorme claridad y potencia. “Viví en Munich, y cada vez que llegaba un argentino hijo de alemanes, lo llevaba a Dachau”, decía en una entrevista. “Se sorprendían al ver un campo de concentración: sus padres les habían negado el Holocausto”. Utilizando relatos de los crímenes de Priebke –la masacre de las Fosas Ardeatinas– junto a material de archivo en Super 8, entrevistas y algunas reconstrucciones dramáticas, el director de Juan, como si nada hubiera sucedido vuelve a poner el dedo en las llagas de una sociedad que prefiere esconder sus fantasmas debajo de capas de nieve. Fantasmas que, tarde o temprano, saldrán a la luz. (Diego Lerer - Catálogo Bafici).",3,11,3,9910.0
914988665,/video/66723034,Les Lunettes,Viaje ida y vuelta de una mujer desde y hacia un futuro incierto.,14,38,2,746.0
914988666,/video/122156921,Amateur,"A mediados del siglo pasado, con la difusión masiva del formato súper 8, el hombre común tuvo por primera vez la posibilidad de hacer cine. Cine hogareño, familiar, amateur. Esto afectó particularmente a Jorge Mario, un odontólogo concordiense que a los 10 años de edad había presenciado la filmación del western pampeano ""Martín el Gaucho"" de Jacques Tourneur. Hoy, a los 70 años de edad y 40 años después de la realización de su western amateur al que llamó ""Winchester Martin"", este autodidacta quiere filmar su propia remake.",27,30,6,12352.0
914988673,/video/121127692,Piscis,"Ella se sorprende en la piscina con la presencia de un joven que misteriosamente desaparece. Se siente seducida por él pero descubre que pertenece a una dimensión paralela, el agua. El deseo cada vez es más fuerte pero la incompatibilidad al habitad ajeno les impide estar juntos. Como en un sueño, la única manera de estar con él será cruzar el límite que los separa: la realidad.",37,7,25,3721.0
914988674,/video/121093252,La inviolabilidad del domicilio se basa en el hombre que aparece empuñando un hacha en la puerta de su casa,"En el jardín de una quinta en provincia se llevan a cabo una serie de operaciones que involucran a un hombre, a una mujer y a un grupo de sujetos con algunas convicciones.",18,8,18,1073.0
914988675,/video/121018940,Ante la ley. El relato prohibido de Carlos Correas,"Carlos Correas, escritor de culto hasta hace poco tiempo ignorado, dejó una serie de interrogantes tras su dramática muerte. Manuscritos, diarios personales, cartas, expedientes judiciales y la traumática adaptación de un cuento prometen ser las piezas de un rompecabezas que reconstruye la experiencia de una vida de intelectual dolorosamente argentina. ""Ante la ley. El relato prohibido de Carlos Correas"" indaga sobre las convenciones del documental de cabezas parlantes para mostrar, allí, los límites y puntos ciegos del género. ",27,30,6,10839.0
914988676,/video/120801300,Así somos sin Serena,Alan y Ema son una pareja adulta que vive un duelo de una manera muy particular.,21,36,0,1819.0
914988677,/video/120504206,Algo más,"Una conversación de pareja. O dos, o tres. José y Ana tratan de explicarse su relación como pueden.",7,34,26,5672.0
914988678,/video/122893196,Cracks de nácar,"La primera extrañeza que hay que atravesar es la del título, que parece en otro idioma. Crack es una voz inglesa, ya aceptada en la Real Academia Española, que significa deportista de extraordinaria habilidad. Y el nácar es una sustancia orgánico-inorgánica que se usa, entre otras cosas, para hacer botones. Segunda extrañeza: ésta es una película sobre botones (de los de la ropa, pero fuera de ella) que juegan al fútbol. ¿Fútbol con botones? Sí, pero los botones no se mueven solos sino que son movidos por Rómulo Berruti y Alfredo Serra, veteranos periodistas, amigos de larga data, eximios conversadores (y bebedores de whisky) y apasionados de los botones futbolistas. No cualquier botón es un crack, y tanto es así que los elegidos son personalizados y bautizados con nombres como Bordenave o Rojas. Cracks de nácar es una película sobre un juego singular, pero también, y sobre todo, un plácido, fluido retrato de una amistad unida por el placer de la anécdota, la conversación afilada, la mirada zumbona sobre el mundo, y con la sofisticada inteligencia (que comparten Berruti, Serra y el film) de reírse de uno mismo. (Catálogo Bafici).",10,27,10,4219.0
914988679,/video/122897670,PFA,"Omar, a los 51 años, se encuentra en medio de un debate existencial en donde la rutina lo atormenta, tanto profesional como personalmente.",21,36,0,2781.0
914988680,/video/122897619,Enjambre,"Registro del set ""sic semper tyrannis"", sinfonía noise ejecutada por 14 guitarristas coordinados por Leandro Barzabal. Perteneciente a la fecha del Ciclo de Acción Improvisada del 19 de diciembre del 2010 en la ciudad de La Plata.",3,11,3,828.0
914988681,/video/123108330,La tesis,"Juan realiza un viaje a la montaña con un equipo técnico y un elenco reducido para filmar la tesis de su carrera cinematográfica. Junto a Leo, su asistente de dirección y mejor amigo, tratan de llevar adelante un rodaje caótico, mientras la vida personal de Juan pende de un hilo.",4,4,7,3558.0
914988682,/video/123257664,El último asado,"Hace mas de 30 años, 9 amigos se juntan religiosamente a comer un asado todos los meses. Cuando se enteran que Javier, quién hace los asados, se va a vivir a otro país, comienzan a aflorar sentimientos encontrados, traiciones y celos. En el fondo, intentan enmascarar algo que ninguno se anima a decir: para ellos, si se terminan los asados, se termina para siempre su amistad.",4,4,7,9627.0
914988683,/video/123043710,Igual si llueve,"Desde un presente donde la fecha de vencimiento de la infancia deja paso a una adolescencia de incógnitas, Agustín decide crear un pequeño espacio de libertad lejos de su rutina cotidiana, que incluye cuidar a su abuela enferma. Tras el último día de clases, Agustín y su amigo Javier se escapan a la hora de la siesta, cuando su pueblo anónimo a orillas del río cierra las persianas para quedar ciego a la aventura. Desde una mirada que capta los matices de cada experiencia ínfima, logrando que floten con levedad lo real y lo imaginario sin forzar la narración, la ópera prima de Fernando Gatti escapa al retrato fácil de la pubertad, para que una aventura serena, quebrada, proyecte la misma vitalidad susurrada y titilante del rumor y los reflejos de un río que corre con firmeza. Sin sentimentalismos pero con emoción perpleja, el mundo de esta película es una encrucijada sin tensiones donde los caminos se abren sin romper el paisaje, como si el cambio fuese una nueva perspectiva a punto de revelarse. (Catálogo Bafici).",11,19,1,145612.0
914988684,/video/123108329,Liberen a García,"Ines y Roma transitan por los techos y calles de la ciudad, inventan su propio universo, se arman y desarman en juegos y proyectos que nunca devienen. Ines y Roma se escapan y en su simbiosis se confunden. Buscan sin saber qué están buscando y finalmente se encuentran. García las acompaña en este deambular inconstante con el único deseo de ser liberado.",3,11,3,50691.0
914988685,/video/122896709,Horror Vacui,"Una pieza de found footage que recicla cintas de Super 8, experimentando con el soporte fílmico. Utiliza metraje de películas de diferentes géneros, estableciendo relaciones entre ellas con respecto a la construcción del otro-antagonista: el salvaje, la mujer silvestre, la naturaleza, lo indomesticado. El montaje juega con personajes que hacen patentes algunas oposiciones (típicas/tópicas) a las que recurre la imagen a la hora de construir a ese personaje otro. (Catálogo Bafici).",16,35,8,498.0
914988686,/video/122897244,Variaciones sobre Alicia,"Realizado a partir del reciclaje de una animación infantil de Disney y una película pornográfica, busca poner en relación dos géneros radicalmente opuestos pero que tienen cierto carácter pedagógico común: apelan a ideales a través de los cuales ejercen su influencia. La pieza recupera cintas encontradas, manipuladas e intervenidas manualmente. Se trata de un trabajo de found footage que reutiliza material y lo resitúa, dotando a las imágenes de nuevos significados y marcos de interpretación. (Catálogo Bafici).",5,9,31,2421.0
914988687,/video/122908840,Mientras estoy cantando,"""Mientras estoy cantando"" muestra el día a día de un valiente, curioso y excéntrico trovador en su insistencia por conquistar un sueño. Juan María Pampín es peluquero, pero se define como artista plástico y escultor del cabello humano, aunque su verdadera pasión es la música. Su perseverante e ingenioso humor y sus agudas conclusiones sobre la existencia humana establecen una frontera imprecisa entre lo desopilante y lo trágico. El director, Julián Montero Ciancio, levanta las persianas de esta peluquería (y de su carrera con su ópera prima) que va mucho más allá de la normalidad. Bienvenidos a la fiesta.
",22,20,9,2336.0
914988688,/video/123040212,El pasito de onda,"Ella trabaja de noche, cuando casi nadie está despierto. Mientras escucha la música de moda, practica una y otra vez las palabras que quiere decirle a su familia para poder saltar al mundo que, intuye, vibra afuera.",1,5,24,4905.0
